29.431,0,-0,0.2,0.1,0.2,-0.2,0.1,-0.1
29.524,0,-0,0,-0,0.2,-0.1,0.1,-0
29.619,0,-0.2,0.1,-0.1,0.3,-0.2,0.2,-0.1
29.713,0,-0.2,0.1,-0.1,0.3,-0.2,0.2,-0.1
29.807,0,-0.2,0.1,0,0,0,0.1,0.1
29.901,0,-0.1,-0,0.1,0.1,-0,0.1,0.2
29.997,0,-0.1,-0,0.2,0.1,-0.1,0.2,0.2
30.094,0,-0.1,0.1,0.1,0,-0.1,0.1,0.1
30.192,0,-0.1,0.1,-0,0,-0.1,0.1,0.1
30.291,0,-0,-0,-0.1,0,-0.1,-0,0.1
30.393,0,-0.1,0.1,-0.1,0.2,-0,-0,0.2
30.491,0,-0.1,0.1,-0.1,0.2,-0.1,0.1,0.1
30.589,0,0,0.1,-0,0.1,-0,-0,0.1
30.688,0,-0,0,-0,0,-0.1,-0,0.2
30.791,0,-0.2,-0.2,-0.1,0,-0.1,-0.1,0.2
30.889,0,-0.2,-0.1,-0.1,-0,0,0,-0.1
30.986,0,-0.2,-0,-0.1,-0.1,-0.1,0,-0.1
31.085,0,-0.2,-0,0.1,-0,0,0.1,0.1
31.188,0,-0.2,-0,0,0.1,0.1,0.1,0
31.287,0,-0.2,-0.1,-0.1,0.1,0,0.1,-0
31.385,0,-0.2,0,0,0.1,0,0.1,0.1
31.482,0,-0.1,-0,-0,0.1,-0,0.1,0.2
31.586,0,-0.2,-0,0,-0,0,0.1,0.1
31.683,0,-0.2,0,0,-0.1,-0,0,0.1
31.782,0,-0,0.1,-0.1,-0.1,0,0,0.1
31.884,0,-0,0.1,-0,-0.1,-0,0.1,0.3
31.982,0,-0.1,0.2,-0,-0,-0,-0,0.2
32.08,0,-0.1,0.1,-0.1,-0,0,0,0.1
32.178,0,-0.2,-0,-0.1,0,-0.1,-0,0.1
32.282,0,-0.1,0,-0.1,0,-0.2,0,0.1
32.379,0,-0.1,0,-0.1,0,-0.1,0,0.1
32.477,0,-0.1,-0,-0.1,0.1,0.1,-0.1,0.1
32.576,0,-0.1,-0,-0.1,-0,0,-0,0.1
32.679,0,-0.2,-0,-0.1,-0.2,-0,-0.1,0.2
32.778,0,-0.2,0,-0.1,0.2,-0,0,0.1
32.875,0,-0.2,0,0,0.1,-0,0.1,-0
32.973,0,-0.3,0,-0.1,0,-0,-0,-0
33.076,0,-0.1,-0,-0,0.1,0,-0,-0
33.174,0,-0.1,-0.1,-0,0.1,0.1,-0.1,0.1
33.272,0,-0.1,-0.3,-0.1,-0.2,0,-0.1,-0
33.37,0,0.8,-0.8,0.8,-0.1,-0.2,0,-0.5
33.473,0,1.9,-0.6,1.6,-0.1,-0.7,0,-0.3
33.571,0,3.9,-1.5,-1.1,-0.2,-2.9,-0.1,0.3
33.67,0,5.2,-1.9,2.6,-0.2,-3.9,-0,0.2
33.773,0,4.6,-0.9,0.2,-0.2,-3.2,-0,0
33.87,0,4.5,-0.3,1.8,-0.1,-2.4,-0.1,-0.1
33.968,0,4.3,1,5.4,-0.1,-1.6,0,0.3
34.067,0,3.5,0.3,3.9,-0,-0.8,0,0.3
34.17,0,2.4,-3.1,5.6,-0,-1.4,0.1,0.1
34.268,0,1.4,-2.2,16.3,-0.1,-1.5,0,-0
34.367,0,-0.5,1.7,12,-0,-1.4,-0,0
34.464,0,-0.6,0.5,6.2,-0.1,-1.7,-0,0
34.568,0,1.2,0.2,2.5,-0.2,-1.8,0,0.4
34.664,0,1,-0.2,1.3,-0.3,-1.3,0,0.8
34.764,0,0.1,-0.2,1.2,0,-0.2,0,1.4
34.861,0,-0.9,0.5,1.5,0.2,0.2,0,2.1
34.965,0,-1.2,2.9,-0.4,0.2,0.1,0.1,2
35.062,0,-0.1,6,-2.1,0.1,0.2,0,1.7
35.161,0,2.8,5.6,-3.7,-0.1,0,-0,1.4
35.259,0,2.4,12.5,-0.6,-0.1,-0.1,-0.1,1.2
35.361,0,0.8,13.4,-3.2,-0,0.1,0,1.1
35.459,0,2.2,9.4,5.1,-0.2,0.2,0.1,1
35.559,0,3.7,8,16.3,-0.2,0.1,0,1.2
35.657,0,0.2,19.6,10.4,-0.4,0.1,0,1.9
35.758,0,-1.9,34.9,-22,-0.5,0.1,0,2.4
35.857,0,6.7,41.9,-93.6,-0.7,0.1,0.1,2.6
35.956,0,8.3,23.1,-114.8,-0.5,0.2,0,2.6
36.058,0,7.7,5.3,-99.8,-0.9,0,0.1,2.3
36.157,0,7.5,-16.2,-98.9,-0.8,-0.1,-0,2.4
36.254,0,3.8,-34.9,-134,-0.8,0.4,-0,2.7
36.353,0,6.8,-60.8,-134.9,-0.6,0.2,-0,2.7
36.455,0,17.6,-79.6,-142.9,-0.5,0.1,-0,2.3
36.553,0,26.6,-100.2,-118.9,-0.5,0.1,0,2.4
36.652,0,29,-130,-101.9,-0.3,0.2,-0,2.5
36.749,0,33.7,-155.5,-91.6,-0.3,0.2,0,2.3
36.853,0,38.1,-159.9,-71.8,-0,0.2,0.1,2.1
36.951,0,40.4,-157.4,-99.5,-0,0.2,0.1,2.2
37.048,0,38.7,-180.6,-149.5,-0.1,0.1,-0,2.3
37.148,0,33.7,-205,-168.9,-0.2,0.1,0.1,2.2
37.249,0,32.2,-195.8,-174.1,-0.2,0.1,0.1,2.2
37.348,0,35,-174.5,-192.4,-0.2,0.2,0.1,2.3
37.446,0,38.2,-167.1,-205.6,-0.2,0.3,0.1,2.3
37.544,0,39.2,-212,-213.9,-0.1,0.2,-0,2.3
37.648,0,48,-222.4,-221.3,-0.3,0.2,-0.1,2.4
37.745,0,57.6,-210.6,-224.7,-0.4,0.3,0,2.4
37.843,0,59.2,-200.1,-230.4,-0.5,0.3,0,2.3
37.941,0,57.2,-191.7,-232.2,-0.4,0.2,0,2.3
38.044,0,54.6,-191.6,-222.4,-0.4,0.3,-0,2.4
38.142,0,49.7,-195.2,-216.5,-0.3,0.3,-0,2.5
38.241,0,44.1,-203.2,-216.4,-0.3,0.2,0.1,2.4
38.343,0,44.1,-200.2,-211.7,-0.4,0.2,0,2.3
38.441,0,44.5,-194.9,-210,-0.3,0.1,-0.1,2.2
38.54,0,45.9,-197.8,-214.7,-0.4,0.1,0.1,2.2
38.639,0,47.5,-193.7,-216.2,-0.3,0.2,0.1,2.3
38.741,0,43.8,-185.1,-214,-0.4,0.2,0,2.3
38.84,0,40,-178.8,-206.7,-0.5,0.2,-0,2.3
38.937,0,48.2,-163.5,-203.3,-0.5,0.1,0,2.3
39.035,0,51.4,-150.9,-201.6,-0.5,0.2,0.1,2.3
39.139,0,47.9,-157.4,-201.9,-0.5,0.2,0,2.4
39.237,0,44.3,-152.1,-195.4,-0.4,0.1,0,2.1
39.334,0,46.8,-149.4,-191.1,-0.5,0.2,0.1,2.1
39.433,0,44.3,-151.4,-194,-0.5,0.1,-0,2.1
39.535,0,34.7,-143.7,-194.2,-0.6,0.2,0,2.3
39.633,0,42.1,-133.2,-190.8,-0.6,0.2,0.2,2.2
39.731,0,47.3,-129.1,-190.1,-0.6,0.2,0.1,2.1
39.829,0,52.2,-122.1,-195.6,-0.4,0.2,0,2.2
39.933,0,55.5,-122.5,-197.6,-0.4,0.2,-0,2.3
40.031,0,52.4,-119.4,-193.4,-0.4,0.1,-0.1,2.2
40.129,0,47.1,-121.5,-191.5,-0.4,0.1,0.1,2.2
40.227,0,46.1,-117.2,-189.4,-0.2,0.1,0.1,2.2
40.33,0,47.8,-98.4,-184.4,-0.2,0.2,0.2,2.2
40.427,0,53.9,-86.5,-180.1,-0.3,0.3,0.1,2.3
40.526,0,56.3,-79.2,-176.8,-0.4,0.2,0,2.2
40.624,0,51.3,-68.4,-172.5,-0.4,0.1,0,2.2
40.727,0,54.7,-72.9,-171.4,-0.4,0.1,0,2.2
40.826,0,55.1,-85.2,-174.9,-0.4,0.2,0.1,2.1
40.923,0,54.3,-104.1,-175.2,-0.4,0.2,0.1,2.1
41.026,0,45.7,-126.6,-162.6,-0.5,0.1,0,2
41.125,0,32.5,-110.9,-134,-0.5,0.1,0,1.7
41.222,0,30.9,-45.3,-86.6,-0.3,0.2,-0,1.5
41.321,0,22.7,4.7,-30.7,-0.2,1.3,0.1,1.3
41.422,0,-0.7,-2.2,-1.8,0.8,1.3,0.1,1.5
41.522,0,-4,-4.2,-0.1,-0.1,0.1,0,1.5
41.621,0,-3.8,-2.9,0.9,-2.5,-0.8,0,1.6
41.717,0,-2.9,-3,1.5,-3.9,-1,0,1.4
41.82,0,-2.8,-3.2,1.3,-3.9,-1.1,0,1.4
41.919,0,-3,-3.1,1.1,-4,-1.1,0,1.3
42.018,0,-3,-2.8,0.9,-4,-1.1,0.1,1.2
42.116,0,-3,-2.6,0.8,-4.1,-1.1,0.1,1
42.218,0,-3.3,-2.6,0.6,-4.1,-1.1,-0.1,1
42.316,0,-3.3,-2.5,0.5,-4.1,-1.3,-0,1
42.414,0,-3.2,-2.5,0.5,-4.2,-1.2,-0,1
42.512,0,-3.2,-2.4,0.5,-4.1,-1.1,0,1
42.616,0,-3.4,-2.4,0.3,-4.3,-1.2,0,1.1
42.713,0,-3.5,-2.4,0.3,-4.2,-1.2,0,1.1
42.811,0,-3.3,-2.3,0.2,-4.2,-1.2,0.1,0.9
42.91,0,-3.4,-2.2,0.2,-4.1,-1.2,0.1,0.8
43.013,0,-3.4,-2.1,0.1,-4.2,-1.2,0.1,0.8
43.111,0,-3.3,-2.1,0.2,-4.2,-1.1,-0,0.8
43.209,0,-3.3,-2,0.1,-4.1,-1.2,-0.1,0.9
43.308,0,-3.5,-2,0.1,-4.1,-1.2,-0,0.9
43.409,0,-3.4,-2,0.2,-4.1,-1.3,-0,0.9
43.507,0,-3.4,-2,0.5,-4.1,-1.2,-0,0.9
43.607,0,-3.5,-2.1,0.4,-4.2,-1.2,-0,0.9
43.708,0,-3.6,-2,0.3,-4.2,-1.1,-0.1,0.9
43.807,0,-3.5,-2,0.3,-4.2,-1.2,-0,0.9
43.906,0,-3.6,-1.9,0.2,-4.1,-1.3,0,0.7
44.003,0,-3.6,-2,0.1,-4.2,-1.3,2.1,0.2
44.106,0,-3.6,-2,0.8,-4.3,-1.3,9.7,1.3
44.203,0,-5.1,-1.8,1.7,-4.2,-1.8,7,2.6
44.303,0,-8.1,-1.7,2.8,-4.5,-2.2,11.2,1.6
44.4,0,-8.3,-2.9,3.9,-4.5,-5.5,11.5,-0.7
44.502,0,-5,-6.2,6.6,-3.7,-5.5,6.9,-1.1
44.602,0,-1.3,-6.3,9.6,-1.9,-1.8,2.1,0.6
44.7,0,-0.7,-6.5,9.2,3.1,-1.3,0,2.3
44.798,0,0.8,-11.4,5.6,-0.4,-5.2,-0.1,2.8
44.9,0,-0.8,-8.6,2.1,-3.9,-7.5,0.2,2.9
44.999,0,-11.1,0.5,1.6,-3,-2.8,3.9,4.2
45.097,0,-14.1,2.4,1.2,-0.8,-3.8,4.7,11.2
45.195,0,-5.3,2.7,1,-3.9,-5.2,0.4,11.9
45.298,0,-17.9,1.6,2.1,-2.9,-8.6,0.2,6.4
45.395,0,-21.6,0,4.4,1.4,-6.4,5,3.3
45.494,0,-18.3,-0.3,4.7,0.6,-7.7,6.1,3.6
45.593,0,-12.3,-1.1,4.2,-3.9,-23.9,12.9,7
45.695,0,-10.2,-1.6,1,-3.2,-42.8,23.2,10.4
45.793,0,-10.9,-0.4,1.9,-3.5,-63.3,17.8,6.9
45.891,0,-10.7,-1.1,-1,-4.5,-82.4,4.8,4.3
45.995,0,-6.2,0.4,-0.9,-5.5,-109.5,0.1,3.5
46.092,0,-1.8,2.5,0.7,-5.8,-149.7,0.1,3.3
46.19,0,-4.1,3,1.6,-5.2,-201.3,-0,3.1
46.288,0,-6.3,3.4,3.3,-3.9,-240.7,-0,3.2
46.391,0,-13.9,3.2,-6.3,-3.8,-264.2,0.1,3.2
46.49,0,-23.3,3,-20.2,-1.6,-281.9,0,2.8
46.589,0,-28.1,3.4,-14.4,0.9,-312.7,0.7,4
46.686,0,-13.7,3.2,-23,4.2,-337.2,0.8,4.8
46.789,0,3.7,2.1,-19.8,4.1,-352.1,-0.1,2.8
46.887,0,7.1,1.7,4.4,1.3,-327.6,-0.2,2.7
46.985,0,9.2,1.8,5.9,3.8,-342.5,-0.2,3
47.084,0,5,2,8.3,6.9,-374.3,-0.3,3.1
47.186,0,4,2,27.4,4.9,-404.7,-0.3,3.2
47.285,0,3.9,2,27.5,3.5,-426.7,-0.1,3.1
47.382,0,3.8,2,24.6,2.2,-450.3,0,3.1
47.48,0,3.6,1.9,24,1.4,-469.5,0.2,3.2
47.583,0,3.4,2,16.9,2.2,-492,0.1,3.3
47.681,0,3.3,1.9,14.5,3.6,-519.8,0.1,3.2
47.781,0,2.9,1.6,9.8,3,-539.9,0,2.8
47.878,0,3.1,1.2,4.3,1.1,-549.9,0.1,2.5
47.98,0,3.6,1.4,22.7,0.3,-558,0.1,2.3
48.079,0,3,1.7,14.7,-0.9,-547.7,0.2,2.1
48.177,0,2.8,1.3,11.3,-2,-490.3,0.1,2.2
48.276,0,3.6,1.5,10.3,-3.2,-328.2,0.1,2.7
48.378,0,4.6,1.6,4.5,-2.6,-110.3,-0,4.5
48.475,0,3.7,1.8,0.1,-3.1,-9.7,0.1,5.4
48.574,0,3.5,2,-1.7,-2.7,-1.8,0.2,5.1
48.677,0,4,2,-1.8,-3,-2.1,-0.1,4.9
48.775,0,4,1.8,-1.7,-2.9,-1.8,-0.2,4.7
48.872,0,4,1.8,-1.6,-2.9,-1.6,0.1,4.7
48.972,0,3.9,1.8,-1.6,-2.9,-1.6,0.1,4.6
49.075,0,3.9,1.9,-1.6,-2.9,-1.8,0,4.7
49.172,0,4,1.8,-1.6,-3,-1.8,-0.1,4.7
49.271,0,3.9,1.6,-1.8,-3,-1.7,-0.1,4.7
49.37,0,3.8,1.7,-1.8,-3,-1.7,-0.1,4.5
49.472,0,3.9,1.7,-1.7,-3,-1.7,-0.1,4.4
49.57,0,4,1.6,-1.7,-3,-1.8,-0.1,4.4
49.669,0,3.8,1.6,-1.5,-3,-1.7,0,4.4
49.766,0,3.6,1.6,-1.3,-2.9,-1.7,-0.1,4.4
49.87,0,3.7,1.7,-1.4,-3,-1.6,-0.1,4.3
49.969,0,3.8,1.6,-1.4,-2.9,-1.5,0,4.3
50.066,0,3.7,1.6,-1.4,-3,-1.5,0.1,4.3
50.163,0,3.7,1.6,-1.4,-2.9,-1.5,0,4.2
50.265,0,3.8,1.6,-1.5,-2.9,-1.5,0.1,4.2
50.365,0,3.7,1.7,-1.6,-3.1,-1.4,0.1,4.4
50.463,0,3.7,1.6,-1.6,-3.1,-1.5,-0.1,4.3
50.56,0,3.8,1.8,-1.4,-3.1,-1.5,-0.1,4.1
50.662,0,3.8,1.8,-1.4,-3.1,-1.4,-0,4.2
50.761,0,3.6,1.7,-1.5,-3.1,-1.4,0,4.2
50.86,0,3.7,1.7,-1.5,-3.1,-1.3,0,4.1
50.962,0,3.7,1.7,-1.5,-3,-1.2,0,4.1
51.061,0,3.7,1.7,-1.4,-3.1,-1.1,0,4.1
51.159,0,3.8,1.7,-1.4,-3,-1.1,0,4.1
51.257,0,3.6,1.7,-1.4,-3.1,-1,-0.1,4.2
51.36,0,3.6,1.8,-1.4,-3.2,-1.1,-0,4.2
51.458,0,3.8,1.7,-1.5,-3.1,-1.1,-0.1,4.1
51.556,0,3.7,1.6,-1.5,-3,-1,0,3.9
51.655,0,3.8,1.6,-1.5,-3.1,-1.1,0.1,4
51.756,0,3.7,1.7,-1.5,-3,-1,0.1,4.1
